LabID,LabName,FacilityID
226547,Ideal Computerized Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26547],126547
226548,Remedy Investigation Centre — Consultancy & Diagnostic Center [DGHS Facility ID 26548],126548
226549,Saaol Heart Center (BD) Ltd. — Consultancy & Diagnostic Center [DGHS Facility ID 26549],126549
226551,Popular Plus Clinic & Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 26551],126551
226554,Islamia Digital Lab & Hospital — Consultancy & Diagnostic Center [DGHS Facility ID 26554],126554
226556,The DNA Lab Limited — Consultancy & Diagnostic Center [DGHS Facility ID 26556],126556
226557,National Lab & Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26557],126557
226559,GREEN LIFE DIGITAL DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26559],126559
226562,Neuron Diagnostic Lab — Consultancy & Diagnostic Center [DGHS Facility ID 26562],126562
226564,Lab Zone (Pvt.) Ltd. — Consultancy & Diagnostic Center [DGHS Facility ID 26564],126564
226565,Dolphin Diagnostic centre — Consultancy & Diagnostic Center [DGHS Facility ID 26565],126565
226566,SHAH AMANAT DIAGNOSTIC & PHYSIOTHERAP.Y — Consultancy & Diagnostic Center [DGHS Facility ID 26566],126566
226567,Prime Lab & Hospital — Consultancy & Diagnostic Center [DGHS Facility ID 26567],126567
226568,Bakerganj Modern Clinic & Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 26568],126568
226569,Nakib Diagnostic Centre (Lab) — Consultancy & Diagnostic Center [DGHS Facility ID 26569],126569
226570,TOMA DENTAL CARE — Consultancy & Diagnostic Center [DGHS Facility ID 26570],126570
226572,HOLY DIAGNOSTIC & CONSULTATION CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 26572],126572
226573,Maa Hospital & Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26573],126573
226574,Liza Health Care — Consultancy & Diagnostic Center [DGHS Facility ID 26574],126574
226576,Shahjalal Diagnostic Clinic — Consultancy & Diagnostic Center [DGHS Facility ID 26576],126576
226577,STAR DIAGNOSTIC CENTER & CLINIC — Consultancy & Diagnostic Center [DGHS Facility ID 26577],126577
226580,Unique Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26580],126580
226581,AL-SUN DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26581],126581
226582,CARE GENERAL HOSPITAL & DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26582],126582
226583,UNITED LAB — Consultancy & Diagnostic Center [DGHS Facility ID 26583],126583
226584,NEW POPULAR DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26584],126584
226585,Rajshahi Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 26585],126585
226586,The Shapla Medical Services — Consultancy & Diagnostic Center [DGHS Facility ID 26586],126586
226589,SREEMON MEDILAB & DOCTORS CORNER — Consultancy & Diagnostic Center [DGHS Facility ID 26589],126589
226590,AL SHIFA MEDICAL SERVICES LTD. — Consultancy & Diagnostic Center [DGHS Facility ID 26590],126590
226591,FIROZA NEPHRO AID DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26591],126591
226592,Royal Ultrasound & Diagnostic — Consultancy & Diagnostic Center [DGHS Facility ID 26592],126592
226593,SAFE LIFE PATHOLOGY — Consultancy & Diagnostic Center [DGHS Facility ID 26593],126593
226594,KONABARI POPULAR HOSPITAL — Consultancy & Diagnostic Center [DGHS Facility ID 26594],126594
226595,Metro Diagnostic Centre Ltd. — Consultancy & Diagnostic Center [DGHS Facility ID 26595],126595
226596,Khidmah General & Specialized Hospital. — Consultancy & Diagnostic Center [DGHS Facility ID 26596],126596
226599,City Digital Lab — Consultancy & Diagnostic Center [DGHS Facility ID 26599],126599
226601,"Delta Health Care, Mirpur Ltd — Consultancy & Diagnostic Center [DGHS Facility ID 26601]",126601
226602,PRIME DIGITAL DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26602],126602
226603,DOCTOR`S CORNER & DAY CARE CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 26603],126603
226604,MUSTOFA PATHOLOGY — Consultancy & Diagnostic Center [DGHS Facility ID 26604],126604
226608,Basurhat Normal Delivery Center & General Hospital — Consultancy & Diagnostic Center [DGHS Facility ID 26608],126608
226609,NIKLIDIGITAL DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26609],126609
226611,ASHWADIA MEDICAL CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26611],126611
226612,POPULAR MEDICAL SERVICES — Consultancy & Diagnostic Center [DGHS Facility ID 26612],126612
226613,HEALTH CHECK DIAGNOSTIC CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 26613],126613
226614,CITY HOSPITAL AND DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26614],126614
226615,LAB ZONE HOSPITAL AND HORMONE CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26615],126615
226618,Bangladesh Clinic — Consultancy & Diagnostic Center [DGHS Facility ID 26618],126618
226619,Popular Consultant & Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26619],126619
226621,Square Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 26621],126621
226622,MURADNAGOR MODERN DIAGNOSTIC CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 26622],126622
226623,SHAWON DIAGNOSTIC CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 26623],126623
226625,UPOSOM DENTAL CARE (UNIT:02) — Consultancy & Diagnostic Center [DGHS Facility ID 26625],126625
226626,Uttara Al Ashraf General Hospital — Consultancy & Diagnostic Center [DGHS Facility ID 26626],126626
226627,JAMUNA LAB & CONSULTANCY — Consultancy & Diagnostic Center [DGHS Facility ID 26627],126627
226629,MICROPATH DIAGNOSTIC CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 26629],126629
226631,RABEYA DIGITAL DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26631],126631
226632,Paradise Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 26632],126632
226633,Bellview Imaging & Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26633],126633
226634,CUMILLA IMAGING CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26634],126634
226635,Popular Diagnostic Centre Ltd. (Chattogram Branch) — Consultancy & Diagnostic Center [DGHS Facility ID 26635],126635
226637,Unity Aid Hospital Ltd. — Consultancy & Diagnostic Center [DGHS Facility ID 26637],126637
226639,CHANDINA CENTRAL HOSPITAL — Consultancy & Diagnostic Center [DGHS Facility ID 26639],126639
226640,Satabdi Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 26640],126640
226641,Modern Diagnstic Complex — Consultancy & Diagnostic Center [DGHS Facility ID 26641],126641
226643,LIFE SAVE DIGITAL DIAGNOSTIC CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 26643],126643
226645,Seba Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26645],126645
226647,Medison Medical Services Limited. — Consultancy & Diagnostic Center [DGHS Facility ID 26647],126647
226649,"Delta Health Care, Rampura Ltd — Consultancy & Diagnostic Center [DGHS Facility ID 26649]",126649
226650,South Zone(PVT) Hospital — Consultancy & Diagnostic Center [DGHS Facility ID 26650],126650
226651,Ibne Sina Medical Service — Consultancy & Diagnostic Center [DGHS Facility ID 26651],126651
226653,Nageshwari Central Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26653],126653
226654,Sauda Diagnostic & Consultency Centere — Consultancy & Diagnostic Center [DGHS Facility ID 26654],126654
226655,HOLYCARE MEDICAL SERVICES (PVT.).LTD. — Consultancy & Diagnostic Center [DGHS Facility ID 26655],126655
226658,Raipur Modern Hospital — Consultancy & Diagnostic Center [DGHS Facility ID 26658],126658
226659,Care Diagnostic & Consultation Center — Consultancy & Diagnostic Center [DGHS Facility ID 26659],126659
226660,SHAH MIRAN HOSPITAL & DIAGNOSTIC LAB — Consultancy & Diagnostic Center [DGHS Facility ID 26660],126660
226661,MODERN MEDICAL SERVICES — Consultancy & Diagnostic Center [DGHS Facility ID 26661],126661
226662,NEW SHEBA DIAGNOSTIC CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 26662],126662
226663,Gurudaspur General hospital — Consultancy & Diagnostic Center [DGHS Facility ID 26663],126663
226665,Health AID Medical Center — Consultancy & Diagnostic Center [DGHS Facility ID 26665],126665
226667,Al-Habib Medical Service & Hospital (Pvt.) — Consultancy & Diagnostic Center [DGHS Facility ID 26667],126667
226668,Holy Crescent Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 26668],126668
226669,Nargis Surgical Clinic & Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 26669],126669
226671,MONOWARA ORTHOPEDIC AND GENERAL HOSPITAL — Consultancy & Diagnostic Center [DGHS Facility ID 26671],126671
226672,Langadu Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26672],126672
226674,RUPOSHE BANGLA CLINIC & DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26674],126674
226675,UNITED DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26675],126675
226676,Mukti Blood Bank And Transfusion Center — Blood Bank [DGHS Facility ID 26676],126676
226677,Apurbo Diagonastic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26677],126677
226678,DOCTORS CLINIC AND DIAGNOSTIC UNIT - 4 — Consultancy & Diagnostic Center [DGHS Facility ID 26678],126678
226680,Haque Diagnostic Centre. — Consultancy & Diagnostic Center [DGHS Facility ID 26680],126680
226682,SHADHIN NURSING HOME AND DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26682],126682
226683,ALFA DIAGNOSTIC & CONSULTATION CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26683],126683
226685,Manoka Pathology — Consultancy & Diagnostic Center [DGHS Facility ID 26685],126685
226686,Kalyan Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 26686],126686
226687,BOGRA NURSING HOME (PATHOLOGY) — Consultancy & Diagnostic Center [DGHS Facility ID 26687],126687
226688,Bahubol Popular Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26688],126688
226692,Dr.Haidar Clinic Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26692],126692
226693,Elahi Clinic & Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26693],126693
226694,Shariatpur Digital Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26694],126694
226695,Nahar Diagnosis. — Consultancy & Diagnostic Center [DGHS Facility ID 26695],126695
226696,AL-NOMAN DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26696],126696
226697,JANANI CLINIC & DIAGNASTIC CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 26697],126697
226698,Janasheba Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26698],126698
226699,National Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26699],126699
226700,TRUST PATHOLOGY — Consultancy & Diagnostic Center [DGHS Facility ID 26700],126700
226702,KANOK DIAGNOSTIC CENTRE & NURSING HOME — Consultancy & Diagnostic Center [DGHS Facility ID 26702],126702
226704,SHOMOY Medicare and Hospice — Consultancy & Diagnostic Center [DGHS Facility ID 26704],126704
226705,MEDINET TRUST BLOOD BANK — Blood Bank [DGHS Facility ID 26705],126705
226706,New Medinova Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 26706],126706
226708,Nisat Pathological Clinic — Consultancy & Diagnostic Center [DGHS Facility ID 26708],126708
226709,Medicare Digital Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 26709],126709
226711,Sadia Diagnoistic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 26711],126711
226712,Ideal Diagnostic — Consultancy & Diagnostic Center [DGHS Facility ID 26712],126712
226715,Seba Pathology — Consultancy & Diagnostic Center [DGHS Facility ID 26715],126715
226717,FORESIGHT PRENATAL CLINIC — Consultancy & Diagnostic Center [DGHS Facility ID 26717],126717
226718,"Institute For Autistic Children and Blind, Old Home & TN Mother Child Hospital — Consultancy & Diagnostic Center [DGHS Facility ID 26718]",126718
226719,Fatema Diagnostic Center. — Consultancy & Diagnostic Center [DGHS Facility ID 26719],126719
226720,Prime Diagnostic & Ayesha Hyder Clinic — Consultancy & Diagnostic Center [DGHS Facility ID 26720],126720
226721,UTC ULTRASOUND AND THEROID CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26721],126721
226722,FAMOUS DIAGONSTIC & DIABETEC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26722],126722
226723,Al-Aziz hospital & Diagnostic center — Consultancy & Diagnostic Center [DGHS Facility ID 26723],126723
226724,IDEAL DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26724],126724
226725,Doctors Chamber and Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26725],126725
226726,BONARPARA DIAGNOSTIC CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 26726],126726
226727,Amraid General Hospital & Diagnostic Centre(Diagnostic) — Consultancy & Diagnostic Center [DGHS Facility ID 26727],126727
226728,DIGINALA DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26728],126728
226729,Lohagara General Hospital & Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26729],126729
226730,"Grameen Kalyan, Dholapara Health Center — Consultancy & Diagnostic Center [DGHS Facility ID 26730]",126730
226732,Care Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 26732],126732
226733,Kulaura Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26733],126733
226735,GOPALGONJ CENTRAL HOSPITAL & DIAGNOSTIC CENTER (PVT) LTD — Consultancy & Diagnostic Center [DGHS Facility ID 26735],126735
226736,ASIA HOSPITAL — Consultancy & Diagnostic Center [DGHS Facility ID 26736],126736
226738,INSAF GENERAL HOSPITAL — Consultancy & Diagnostic Center [DGHS Facility ID 26738],126738
226739,Classic Digital Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26739],126739
226740,Diabetic Association Medical College Hospital — Consultancy & Diagnostic Center [DGHS Facility ID 26740],126740
226741,Green Hospital & Diagnostic Lab — Consultancy & Diagnostic Center [DGHS Facility ID 26741],126741
226743,MATRI DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26743],126743
226745,DACTAR BARI DIAGNOSTIC CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 26745],126745
226747,GREEN LIFE MEDICAL CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 26747],126747
226748,NEW MODERN LAB — Consultancy & Diagnostic Center [DGHS Facility ID 26748],126748
226750,Mukti Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26750],126750
226753,Kachua Trauma & General Hospital PVT — Consultancy & Diagnostic Center [DGHS Facility ID 26753],126753
226754,FATEMA DIAGNOSTIC & CONSULTATION CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 26754],126754
226755,Bandhu Medical Center — Consultancy & Diagnostic Center [DGHS Facility ID 26755],126755
226756,Medico Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 26756],126756
226757,Tisha Diagnostic Centre (Lab) — Consultancy & Diagnostic Center [DGHS Facility ID 26757],126757
226758,Popular Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26758],126758
226759,Imperial Royal Hospital Ltd. — Consultancy & Diagnostic Center [DGHS Facility ID 26759],126759
226762,Suborna Diagnostic and Consultation Center — Consultancy & Diagnostic Center [DGHS Facility ID 26762],126762
226763,Islamia Diagnostic And Consultation Centre — Consultancy & Diagnostic Center [DGHS Facility ID 26763],126763
226764,MAA GENERAL HOSPITAL — Consultancy & Diagnostic Center [DGHS Facility ID 26764],126764
226765,SAROLA MONGAL DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26765],126765
226766,OKAMOTO MEDICAL CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26766],126766
226767,Seba Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26767],126767
226768,Rokeya Ultrasonography Center — Consultancy & Diagnostic Center [DGHS Facility ID 26768],126768
226769,SANDHANI DIAGNOSTIC CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 26769],126769
226770,SUPRIYA DIAGNOSTIC CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 26770],126770
226771,New Chander Allo - Family Health Support & Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26771],126771
226772,Gonoshasthaya Dental Unit — Consultancy & Diagnostic Center [DGHS Facility ID 26772],126772
226773,Grameen Kalyan Nohata Health Center — Consultancy & Diagnostic Center [DGHS Facility ID 26773],126773
226775,Universal Medical Servises — Consultancy & Diagnostic Center [DGHS Facility ID 26775],126775
226776,Mukti Digital Diagnostic — Consultancy & Diagnostic Center [DGHS Facility ID 26776],126776
226778,MEDICARE MEDICAL SERVICES — Consultancy & Diagnostic Center [DGHS Facility ID 26778],126778
226779,Queens Hospital (Pvt.) Ltd — Consultancy & Diagnostic Center [DGHS Facility ID 26779],126779
226782,Basic Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26782],126782
226783,CITY DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26783],126783
226784,Deshbangla Hospital & Diagnostic Center Ltd. — Consultancy & Diagnostic Center [DGHS Facility ID 26784],126784
226785,SHARIF HOSSEN-SONABANU (SH-SB)DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26785],126785
226788,Khulna Thyroid Center and Diagnostic — Consultancy & Diagnostic Center [DGHS Facility ID 26788],126788
226791,SAVAR UNITED HOSPITAL — Consultancy & Diagnostic Center [DGHS Facility ID 26791],126791
226792,New Popular Diagnostic Center & Hospital — Consultancy & Diagnostic Center [DGHS Facility ID 26792],126792
226793,MEHEDI DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26793],126793
226794,Universal Medical College & Hospital — Consultancy & Diagnostic Center [DGHS Facility ID 26794],126794
226796,YEASMIN DALUAR DIAGNOSTIC AND CONSULTATION CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26796],126796
226798,Eram Digital Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 26798],126798
226799,Doctors Care General Hospital & Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26799],126799
226801,Nipun Diagnostic & Clinic — Consultancy & Diagnostic Center [DGHS Facility ID 26801],126801
226802,NEW MODERN DIOGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26802],126802
226804,Life Guard Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26804],126804
226805,IDEAL HEALTH CITY & BLOOD BANK — Blood Bank [DGHS Facility ID 26805],126805
226806,Fatema Medical Center — Consultancy & Diagnostic Center [DGHS Facility ID 26806],126806
226808,ARHAM DIAGNOSTIC BOGRA — Consultancy & Diagnostic Center [DGHS Facility ID 26808],126808
226809,Bismillah Clinic & Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26809],126809
226810,EUROPA DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26810],126810
226814,Al-Arab Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26814],126814
226815,AYESHA GENERAL HOSPITAL — Consultancy & Diagnostic Center [DGHS Facility ID 26815],126815
226816,CURE PATHOLOGY — Consultancy & Diagnostic Center [DGHS Facility ID 26816],126816
226817,MAA-O-SHISHU GENERAL DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26817],126817
226820,SHEFA INSAN HOSPITAL & DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26820],126820
226821,MRIDHA MEDICAL AND DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26821],126821
226822,NIRAMOY PATHOLOGICAL CLINIC — Consultancy & Diagnostic Center [DGHS Facility ID 26822],126822
226824,City Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 26824],126824
226825,Best Medical Service — Consultancy & Diagnostic Center [DGHS Facility ID 26825],126825
226826,Grameen Kalyan Tegharia Health Center — Consultancy & Diagnostic Center [DGHS Facility ID 26826],126826
226827,KAMINI HEALTH CARE FOUNDATION HOSPITAL — Consultancy & Diagnostic Center [DGHS Facility ID 26827],126827
226828,Unique Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26828],126828
226829,Lake City Diagnostic & Consultation Centerr — Consultancy & Diagnostic Center [DGHS Facility ID 26829],126829
226832,Foresight Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26832],126832
226834,Digital Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26834],126834
226835,Modina Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 26835],126835
226836,Faridpur Peearless Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 26836],126836
226837,MILLENNIUM HOSPITAL (PVT.) (PATHOLOGY) — Consultancy & Diagnostic Center [DGHS Facility ID 26837],126837
226839,Meher Hospital and Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26839],126839
226840,Jonokollan Pathology Center — Consultancy & Diagnostic Center [DGHS Facility ID 26840],126840
226841,PABNA MEDICAL CONSULTATION CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26841],126841
226842,Dhaka Cancer and General Hospital Limited — Consultancy & Diagnostic Center [DGHS Facility ID 26842],126842
226843,ISLAMI BANK HOSPITAL MIRPUR — Consultancy & Diagnostic Center [DGHS Facility ID 26843],126843
226844,MAA DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26844],126844
226845,Green Diagnostic & Consultation centre — Consultancy & Diagnostic Center [DGHS Facility ID 26845],126845
226846,Apollo Diagnostic & Consultation Center — Consultancy & Diagnostic Center [DGHS Facility ID 26846],126846
226847,Farjana Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26847],126847
226848,The Urbane Clinical Servises — Consultancy & Diagnostic Center [DGHS Facility ID 26848],126848
226851,MEDIPATH HOSPITAL & DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26851],126851
226852,IDEAL HEALTH CITY & BLOOD BANK — Consultancy & Diagnostic Center [DGHS Facility ID 26852],126852
226854,ALPHA DIAGNOSTIC CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 26854],126854
226855,MALLIK DAIGNOSTIC CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 26855],126855
226856,FATEMA LAB & CONSULTATION CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26856],126856
226857,Muksudpur Surgical Clinic & Diagonstic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26857],126857
226858,UNITED DIGITAL DIAGNOSTIC SERVICES — Consultancy & Diagnostic Center [DGHS Facility ID 26858],126858
226861,HAJI ALI AZAM GENERAL HOSPITAL & DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26861],126861
226862,"Mothurapur Health Center, Grameen Kalyan — Consultancy & Diagnostic Center [DGHS Facility ID 26862]",126862
226863,THE CONFIDENT MEDICAL CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 26863],126863
226864,Shareef General Hospital Pvt.Ltd. — Consultancy & Diagnostic Center [DGHS Facility ID 26864],126864
226865,LIFE CARE DIAGNOSTIC CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 26865],126865
226866,New Hope Clinic and Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26866],126866
226868,DHAKA PROGRESSIVE LIONS HOSPITAL — Consultancy & Diagnostic Center [DGHS Facility ID 26868],126868
226870,Safe Life Digital Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 26870],126870
226871,Medilab Specialized Hospital & Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26871],126871
226872,TAQWA SPECIALIZED HOSPITAL — Consultancy & Diagnostic Center [DGHS Facility ID 26872],126872
226873,Ark Hospital Ltd. — Consultancy & Diagnostic Center [DGHS Facility ID 26873],126873
226874,ALPHA MEDICAL CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 26874],126874
226875,ISLAMIA PATHOLOGY & DIAGNOSTIC CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 26875],126875
226877,NIRAPAD SHASTHO SHEBA — Consultancy & Diagnostic Center [DGHS Facility ID 26877],126877
226878,Seba Diagnostic & Doctor Consultent — Consultancy & Diagnostic Center [DGHS Facility ID 26878],126878
226879,"Grameen Kalyan, Kalia Health Center — Consultancy & Diagnostic Center [DGHS Facility ID 26879]",126879
226881,Shamim Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 26881],126881
226882,BRM DIAGNOSTIC CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 26882],126882
226883,D H HEALTH CARE — Consultancy & Diagnostic Center [DGHS Facility ID 26883],126883
226885,Human Care Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 26885],126885
226886,Padma Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26886],126886
226887,MS MEDINOVA DIAGNOSTIC AND CONSULTATION CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26887],126887
226888,HOLY LAB & MEDICAL SERVICES — Consultancy & Diagnostic Center [DGHS Facility ID 26888],126888
226889,NEW MEDICARE DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26889],126889
226890,Sensive Hospital & Diagnostic Center. — Consultancy & Diagnostic Center [DGHS Facility ID 26890],126890
226891,UNITY MEDICAL CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 26891],126891
226892,Sherpur Diabetic Samity — Consultancy & Diagnostic Center [DGHS Facility ID 26892],126892
226893,Laksham Medical Center — Consultancy & Diagnostic Center [DGHS Facility ID 26893],126893
226894,MONDOL DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26894],126894
226895,Enam Medical Hospital (Pvt.) Ltd. — Blood Bank [DGHS Facility ID 26895],126895
226896,EVA DIAGNOSTIC CENTER — Consultancy & Diagnostic Center [DGHS Facility ID 26896],126896
226899,PRIME ORTHOPAEDIC & GENERAL HOSPITAL & DIGITAL DIAGNOSTIC CENTRE — Consultancy & Diagnostic Center [DGHS Facility ID 26899],126899
226900,DIGITAL lAB — Consultancy & Diagnostic Center [DGHS Facility ID 26900],126900
226902,JAHAN ARA CLINIC (PVT) LTD. — Consultancy & Diagnostic Center [DGHS Facility ID 26902],126902
226904,Medi Care Diagnostic Center — Consultancy & Diagnostic Center [DGHS Facility ID 26904],126904
226905,Provati Diagnostic Centre — Consultancy & Diagnostic Center [DGHS Facility ID 26905],126905
226906,New Chandina Medical Center — Consultancy & Diagnostic Center [DGHS Facility ID 26906],126906
226907,Doctors Digital Lab — Consultancy & Diagnostic Center [DGHS Facility ID 26907],126907
226908,Desh Diagnostic and consultation Centre — Consultancy & Diagnostic Center [DGHS Facility ID 26908],126908
226909,Modina Pathology — Consultancy & Diagnostic Center [DGHS Facility ID 26909],126909
226910,Central Hospital & Diagnostic Center. — Consultancy & Diagnostic Center [DGHS Facility ID 26910],126910
226912,BIRDEM General Hospital — Consultancy & Diagnostic Center [DGHS Facility ID 26912],126912
